timestamp,open,high,low,close,volume
1734476400000,0.0277,0.028955,0.026962,0.028649,8072704.5
1734480000000,0.028649,0.030637,0.026877,0.027134,12717210.91
1734483600000,0.027134,0.027863,0.02626,0.027027,7121037.35
1734487200000,0.027027,0.031864,0.02658,0.030968,24179170.86
1734490800000,0.030968,0.032615,0.0283,0.03096,21736325.67
1734494400000,0.03096,0.033472,0.029139,0.030399,20343296.62
1734498000000,0.030399,0.031173,0.029642,0.030031,14146685.5
1734501600000,0.030031,0.030318,0.028107,0.029,7912204.97
1734505200000,0.029,0.030919,0.028772,0.030438,7574328.89
1734508800000,0.030438,0.033753,0.030024,0.032897,14239422.19
1734512400000,0.032897,0.034332,0.032459,0.033225,9802652.94
1734516000000,0.033225,0.035002,0.032551,0.033873,10152628.81
1734519600000,0.033873,0.037883,0.0335,0.03374,18753175.8
1734523200000,0.03374,0.034676,0.03,0.033359,20447553.3
1734526800000,0.033359,0.033454,0.03104,0.032295,13611938.54
1734530400000,0.032295,0.032827,0.030892,0.031886,6330715.75
1734534000000,0.031886,0.034767,0.031683,0.03447,11164476.98
1734537600000,0.03447,0.035587,0.033057,0.034464,10825345.87
1734541200000,0.034464,0.036936,0.033672,0.036389,14562055.61
1734544800000,0.036389,0.039414,0.035848,0.038296,23114836.27
1734548400000,0.038296,0.03939,0.036289,0.036542,17875168.28
1734552000000,0.036542,0.037539,0.035115,0.035767,20995379.39
1734555600000,0.035767,0.037639,0.035293,0.036878,9818463.41
1734559200000,0.036878,0.03771,0.03595,0.037125,7194564.01
1734562800000,0.037125,0.038102,0.035222,0.035572,10820967.16
1734566400000,0.035572,0.036886,0.033315,0.034175,15469053.3
1734570000000,0.034175,0.034614,0.032115,0.032972,12433959.09
1734573600000,0.032972,0.034659,0.03102,0.033929,19659134.59
1734577200000,0.033929,0.034696,0.033105,0.03371,8958147.4
1734580800000,0.03371,0.03371,0.031425,0.031631,7875929.09
1734584400000,0.031631,0.032981,0.03061,0.032078,12407835.62
1734588000000,0.032078,0.033092,0.03154,0.032755,8491636.32
1734591600000,0.032755,0.034594,0.032563,0.033904,17289457.19
1734595200000,0.033904,0.03413,0.032614,0.032977,10332860.45
1734598800000,0.032977,0.033058,0.031924,0.031951,7833648.17
1734602400000,0.031951,0.032449,0.031518,0.031535,8175246.85
1734606000000,0.031535,0.032077,0.030929,0.032065,10871361.53
1734609600000,0.032065,0.032363,0.030343,0.030553,8444608.73
1734613200000,0.030553,0.030735,0.029182,0.02969,8649090.7
1734616800000,0.02969,0.03046,0.02938,0.030156,9903967.84
1734620400000,0.030156,0.031182,0.02922,0.030681,14138221.64
1734624000000,0.030681,0.031596,0.030411,0.031038,11306692.7
1734627600000,0.031038,0.031064,0.029824,0.030256,10315567.71
1734631200000,0.030256,0.030519,0.028425,0.028764,12906766.51
1734634800000,0.028764,0.02881,0.0273,0.028055,5998333.69
1734638400000,0.028055,0.028402,0.026865,0.0282,5157029.59
1734642000000,0.0282,0.029117,0.028036,0.029082,12792635.95
1734645600000,0.029082,0.029432,0.028564,0.029432,2706968.78
1734649200000,0.029432,0.029455,0.028607,0.028607,3086728.76
1734652800000,0.028607,0.029823,0.02835,0.029179,3876703.64
1734656400000,0.029179,0.029211,0.02805,0.028075,4047109.13
1734660000000,0.028075,0.029909,0.028075,0.029484,4008356.11
1734663600000,0.029484,0.029571,0.028414,0.028897,4248961.78
1734667200000,0.028897,0.028955,0.028146,0.02819,4392077.38
1734670800000,0.02819,0.028413,0.027579,0.027727,4761838.15
1734674400000,0.027727,0.028822,0.027486,0.027773,5075083.47
1734678000000,0.027773,0.028251,0.027101,0.027191,4127340.53
1734681600000,0.027191,0.02738,0.02526,0.025689,11065255.2
1734685200000,0.025689,0.025943,0.02451,0.024553,11751352.04
1734688800000,0.024553,0.024895,0.023676,0.024097,11141535.51
1734692400000,0.024097,0.024469,0.022885,0.023035,10137631.64
1734696000000,0.023035,0.024872,0.023012,0.024683,8479976.59
1734699600000,0.024683,0.026373,0.024669,0.025963,10223712.04
1734703200000,0.025963,0.026264,0.025205,0.025439,7966125.31
1734706800000,0.025439,0.02713,0.025409,0.026765,11415972.7
1734710400000,0.026765,0.026913,0.02581,0.026203,7049794.94
1734714000000,0.026203,0.02749,0.02616,0.02737,5116219.27
1734717600000,0.02737,0.0275,0.026189,0.027096,3907328.18
1734721200000,0.027096,0.027898,0.026995,0.027538,2998163.84
1734724800000,0.027538,0.027802,0.027096,0.027523,2615401.27
1734728400000,0.027523,0.027871,0.026755,0.027535,2430484.69
1734732000000,0.027535,0.02786,0.027235,0.027501,1481474.17
1734735600000,0.027501,0.028605,0.02746,0.02777,3105767.88
1734739200000,0.02777,0.028516,0.027336,0.028388,3008834.71
1734742800000,0.028388,0.032058,0.028388,0.030457,15585562.87
1734746400000,0.030457,0.030954,0.029619,0.029732,6872457.55
1734750000000,0.029732,0.029963,0.02924,0.029571,3534204.73
1734753600000,0.029571,0.030258,0.029289,0.030254,2986454.45
1734757200000,0.030254,0.031838,0.030241,0.030869,7798379.93
1734760800000,0.030869,0.032253,0.030775,0.03165,7846996.05
1734764400000,0.03165,0.032139,0.030844,0.031018,9580039.42
1734768000000,0.031018,0.031162,0.03026,0.030621,4782615.12
1734771600000,0.030621,0.030763,0.030015,0.030343,5586634.35
1734775200000,0.030343,0.030568,0.02976,0.030105,5618337.73
1734778800000,0.030105,0.03087,0.029761,0.030403,6435285.28
1734782400000,0.030403,0.030779,0.029621,0.029781,7602901.33
1734786000000,0.029781,0.0306,0.029267,0.029395,11626344.72
1734789600000,0.029395,0.029671,0.0287,0.029076,9285499.99
1734793200000,0.029076,0.030435,0.029051,0.030435,6770760.15
1734796800000,0.030435,0.031586,0.029745,0.03009,8376435.87
1734800400000,0.03009,0.031143,0.029679,0.030877,7413624.07
1734804000000,0.030877,0.030937,0.029385,0.029765,5049810.06
1734807600000,0.029765,0.029765,0.028876,0.029248,5354131.24
1734811200000,0.029248,0.029611,0.029003,0.029135,4591575.31
1734814800000,0.029135,0.029275,0.028701,0.029,2892221.32
1734818400000,0.029,0.029077,0.028513,0.028695,4422384.97
1734822000000,0.028695,0.028708,0.028159,0.028591,2103865.59
1734825600000,0.028591,0.0286,0.027795,0.027795,2772818.8
1734829200000,0.027795,0.028131,0.026939,0.027044,3943094.21
1734832800000,0.027044,0.027473,0.026638,0.026769,2566408.0
1736121600000,0.04009,0.040232,0.039583,0.03961,3024899.96
1736125200000,0.03961,0.040387,0.039474,0.040037,2484616.63
1736128800000,0.040037,0.0415,0.039936,0.041221,6455988.04
1736132400000,0.041221,0.042172,0.041089,0.041894,4603679.5
1736136000000,0.041894,0.042288,0.041492,0.041794,5195665.16
1736139600000,0.041794,0.04235,0.041612,0.041887,3745759.46
1736143200000,0.041887,0.042118,0.041259,0.041821,5328793.36
1736146800000,0.041821,0.042486,0.041774,0.041993,4350290.3
1736150400000,0.041993,0.042405,0.041613,0.042144,5260794.9
1736154000000,0.042144,0.043406,0.041773,0.043319,7077403.94
1736157600000,0.043319,0.044546,0.043253,0.044309,5948022.37
1736161200000,0.044309,0.045879,0.044123,0.045528,6282290.39
1736164800000,0.045528,0.046476,0.044751,0.045805,6712305.94
1736168400000,0.045805,0.045873,0.044613,0.045459,4450171.9
1736172000000,0.045459,0.046907,0.045264,0.045943,9927310.12
1736175600000,0.045943,0.046056,0.043737,0.044691,16441537.22
1736179200000,0.044691,0.045621,0.044231,0.045335,10118735.21
1736182800000,0.045335,0.04536,0.044214,0.044304,7600655.07
1736186400000,0.044304,0.044536,0.044052,0.044219,4227137.45
1736190000000,0.044219,0.044733,0.043954,0.044705,3018233.03
1736193600000,0.044705,0.045165,0.044084,0.044105,6889923.05
1736197200000,0.044105,0.044114,0.042811,0.042876,6751795.27
1736200800000,0.042876,0.043054,0.04245,0.042625,5565693.24
1736204400000,0.042625,0.043026,0.042477,0.043026,3134155.29
1736208000000,0.043026,0.043779,0.042759,0.043421,8108961.03
1736211600000,0.043421,0.043438,0.042854,0.043018,5642782.66
1736215200000,0.043018,0.04305,0.042357,0.042357,3415216.95
1736218800000,0.042357,0.042664,0.042272,0.042375,3233653.21
1736222400000,0.042375,0.042707,0.0423,0.04235,4193908.06
1736226000000,0.04235,0.042406,0.04158,0.041951,3800965.32
1736229600000,0.041951,0.042576,0.041788,0.042138,4856060.05
1736233200000,0.042138,0.042219,0.04161,0.041731,2256966.49
1736236800000,0.041731,0.041997,0.041642,0.041756,2284037.84
1736240400000,0.041756,0.042005,0.04154,0.041694,2759390.45
1736244000000,0.041694,0.042471,0.041671,0.04219,4754403.14
1736247600000,0.04219,0.042452,0.04129,0.041348,5726896.54
1736251200000,0.041348,0.041815,0.041017,0.041765,4483273.69
1736254800000,0.041765,0.041874,0.041257,0.041401,3626631.59
1736258400000,0.041401,0.041447,0.040473,0.040675,3799460.11
1736262000000,0.040675,0.040964,0.038829,0.03958,31648642.9
1736265600000,0.03958,0.039725,0.038958,0.039335,6641719.62
1736269200000,0.039335,0.039335,0.038299,0.039004,2679900.1
1736272800000,0.039004,0.039354,0.038018,0.038067,2294864.97
1736276400000,0.038067,0.038403,0.037703,0.03777,1299642.81
1736280000000,0.03777,0.038187,0.037349,0.038134,2997226.98
1736283600000,0.038134,0.038683,0.037561,0.037567,1555046.41
1736287200000,0.037567,0.038221,0.037469,0.037838,600477.5
1736290800000,0.037838,0.037838,0.037174,0.03732,1140570.12
1736294400000,0.03732,0.037986,0.037045,0.03748,1071124.85
1736298000000,0.03748,0.03748,0.036989,0.03733,1528569.94
1736301600000,0.03733,0.037737,0.037045,0.037106,413052.23
1736305200000,0.037106,0.037125,0.036451,0.036637,1673350.86
1736308800000,0.036637,0.037225,0.036468,0.03652,1623524.7
1736312400000,0.03652,0.036778,0.036247,0.03628,560001.77
1736316000000,0.03628,0.036829,0.035753,0.035753,2864003.24
1736319600000,0.035753,0.036398,0.035734,0.035842,2588915.15
1736323200000,0.035842,0.036953,0.035792,0.036611,2184563.92
1736326800000,0.036611,0.037413,0.036556,0.036797,972961.32
1736330400000,0.036797,0.037717,0.036518,0.036591,2292367.48
1736334000000,0.036591,0.036814,0.035859,0.03639,3064362.95
1736337600000,0.03639,0.036541,0.035046,0.035138,7286920.01
1736341200000,0.035138,0.035975,0.035135,0.035442,5136810.2
1736344800000,0.035442,0.036106,0.035323,0.03555,2065806.11
1736348400000,0.03555,0.036108,0.034713,0.035086,5385503.23
1736352000000,0.035086,0.035195,0.033746,0.033755,7499674.67
1736355600000,0.033755,0.034107,0.032712,0.034099,14071757.24
1736359200000,0.034099,0.035066,0.034034,0.034635,5676469.14
1736362800000,0.034635,0.035046,0.034264,0.034336,1018039.99
1736366400000,0.034336,0.034505,0.034145,0.034298,183221.62
1736370000000,0.034298,0.035034,0.034089,0.034998,567399.9
1736373600000,0.034998,0.036252,0.034998,0.035934,6075136.97
1736377200000,0.035934,0.036541,0.035675,0.035897,8056411.82
1736380800000,0.035897,0.03622,0.035497,0.03622,4302188.2
1736384400000,0.03622,0.037339,0.036213,0.03664,7652365.44
1736388000000,0.03664,0.036762,0.03569,0.036234,6860625.43
1736391600000,0.036234,0.03626,0.035087,0.035189,11438268.35
1736395200000,0.035189,0.035273,0.03461,0.03494,2769608.74
1736398800000,0.03494,0.035094,0.03435,0.034829,3618698.73
1736402400000,0.034829,0.03488,0.034082,0.03428,6367474.81
1736406000000,0.03428,0.03455,0.033036,0.033193,5488458.27
1736409600000,0.033193,0.034007,0.03308,0.033568,7879267.7
1736413200000,0.033568,0.033631,0.033234,0.033373,1955382.86
1736416800000,0.033373,0.033501,0.032659,0.033196,6141221.96
1736420400000,0.033196,0.033266,0.032614,0.032759,2753224.43
1736424000000,0.032759,0.033012,0.032507,0.032856,2209463.78
1736427600000,0.032856,0.03301,0.031748,0.031781,5440241.24
1736431200000,0.031781,0.03233,0.031413,0.03233,5526474.81
1736434800000,0.03233,0.035242,0.032171,0.034885,11587266.47
1736438400000,0.034885,0.035453,0.034403,0.034964,12848111.93
1736442000000,0.034964,0.035112,0.033482,0.033685,7149498.61
1736445600000,0.033685,0.034219,0.033609,0.033719,5480557.9
1736449200000,0.033719,0.033833,0.032932,0.033074,5853659.98
1736452800000,0.033074,0.033227,0.032401,0.032945,8720475.01
1736456400000,0.032945,0.03357,0.032785,0.032938,5828469.32
1736460000000,0.032938,0.033803,0.032843,0.033465,4769372.7
1736463600000,0.033465,0.033583,0.033328,0.033328,2613345.1
1736467200000,0.033328,0.033831,0.033308,0.033644,4380754.16
1736470800000,0.033644,0.034171,0.033376,0.033964,5665144.02
1736474400000,0.033964,0.034124,0.033561,0.033841,5252781.95
1736478000000,0.033841,0.03402,0.033741,0.033965,824852.97
1736481600000,0.034282,0.034431,0.034107,0.034262,911805.84
